Input1,Input2,Input3,Output
12704,126,92,1987.03
14091,166,93,1988.03
14757,221,82,1989.03
14306,211,85,1990.03
13238,227,103,1991.03
12275,261,104,1992.03
12131,276,114,1993.03
12072,413,118,1994.03
11986,459,124,1995.03
12212,440,6205,1996.03
12660,336,6861,1997.03
13115,394,7373,1998.03
13392,298,7619,1999.03
13515,276,7829,2000.03
13872,496,7790,2001.03
14911,547,7842,2002.03
16416,627,8003,2003.03
17682,609,8057,2004.03
18941,608,8353,2005.03
20852,598,8727,2006.03
22185,672,9056,2007.03
24220,650,9459,2008.03
26026,669,9708,2009.03
27361,759,10039,2010.03
28730,1012,10594,2011.03
29923,1364,11344,2012.03
30369,1344,12225,2013.03
31502,1569,13236,2014.03
32732,1509,14429,2015.03
33815,1485,15611,2016.03
34459,997,16932,2017.03
35864,801,18375,2018.03
257,1219,19241,1972.03
289,1370,19879,1973.03
317,1428,20436,1974.03
363,1442,20890,1975.03
431,1837,21554,1976.03
506,1886,22230,1977.03
609,2723,22959,1978.03
695,52,23951,1979.03
867,62,24915,1980.03
991,71,26622,1981.03
1194,80,5638,1982.03
1370,82,6256,1983.03
1453,83,6678,1984.03
1564,82,6868,1985.03
1819,108,7021,1986.03
2049,175,7032,1987.03
2146,181,7140,1988.03
2434,237,7275,1989.03
2516,267,7308,1990.03
2645,331,7566,1991.03
2551,570,7943,1992.03
2561,514,8254,1993.03
2613,428,8651,1994.03
2804,602,8918,1995.03
2979,573,9243,1996.03
3086,262,9753,1997.03
3156,419,10444,1998.03
3101,259,11244,1999.03
3014,406,12187,2000.03
3033,515,13308,2001.03
3254,570,14353,2002.03
3516,690,15561,2003.03
3933,571,16898,2004.03
3992,626,17698,2005.03
4557,231,18249,2006.03
4832,555,18756,2007.03
5251,613,19142,2008.03
5657,571,19725,2009.03
5738,702,20313,2010.03
6057,813,20971,2011.03
6225,761,21848,2012.03
6637,1072,22722,2013.03
6854,740,24324,2014.03
7197,945,567,2015.03
7400,759,605,2016.03
7959,803,695,2017.03
8450,822,751,2018.03
6768,904,808,1972.03
7770,931,758,1973.03
9058,944,702,1974.03
9949,997,728,1975.03
11245,1187,749,1976.03
13790,1117,787,1977.03
15469,1444,784,1978.03
17540,61,803,1979.03
20455,75,808,1980.03
23818,89,791,1981.03
28935,102,796,1982.03
32765,99,841,1983.03
36495,106,900,1984.03
41100,105,981,1985.03
47612,134,1050,1986.03
55714,197,1120,1987.03
60790,210,1259,1988.03
66011,274,1371,1989.03
69061,287,1477,1990.03
70692,359,1543,1991.03
70604,552,1630,1992.03
72795,636,1679,1993.03
78608,726,1749,1994.03
83909,662,1829,1995.03
89120,654,1918,1996.03
93560,598,1987,1997.03
97132,745,2102,1998.03
99374,473,2193,1999.03
105345,569,2298,2000.03
111635,671,1575,2001.03
119973,773,1659,2002.03
125607,697,1738,2003.03
134231,1033,1820,2004.03
143444,809,1917,2005.03
151152,1092,2094,2006.03
158883,866,2319,2007.03
172721,1028,2365,2008.03
175557,1134,2463,2009.03
180052,1283,2608,2010.03
187489,1470,3039,2011.03
195406,1545,3222,2012.03
199058,1774,3352,2013.03
213426,1759,3479,2014.03
221929,1850,3499,2015.03
232908,1434,3585,2016.03
246828,1413,3922,2017.03
264323,1383,3800,2018.03
11007,1711,3848,1972.03
13047,1384,4016,1973.03
15407,1459,4217,1974.03
17326,1575,35,1975.03
20302,1868,48,1976.03
25188,1725,67,1977.03
27385,1922,68,1978.03
30305,217,72,1979.03
36096,255,89,1980.03
41455,277,104,1981.03
51027,346,120,1982.03
57222,437,131,1983.03
63554,408,138,1984.03
75009,506,152,1985.03
85371,597,174,1986.03
95946,433,197,1987.03
103820,483,213,1988.03
111129,831,241,1989.03
119294,782,247,1990.03
122082,722,282,1991.03
124165,812,321,1992.03
131910,1379,334,1993.03
144951,1036,351,1994.03
155422,1023,372,1995.03
164459,760,386,1996.03
172516,1271,363,1997.03
177170,932,378,1998.03
180463,815,379,1999.03
196597,1026,375,2000.03
215584,1024,374,2001.03
227543,1165,438,2002.03
233700,1499,494,2003.03
245058,1443,552,2004.03
263734,1637,597,2005.03
277235,1649,647,2006.03
289921,1744,726,2007.03
316757,1735,4503,2008.03
320063,2125,4652,2009.03
316340,2661,4770,2010.03
331660,2624,4933,2011.03
345880,2797,5370,2012.03
354267,3353,5674,2013.03
381506,3572,5911,2014.03
391083,4424,6271,2015.03
404087,4155,5901,2016.03
432576,4323,5959,2017.03
465850,4708,6266,2018.03
1014,4708,6538,1972.03
1122,4119,6942,1973.03
1244,4334,7036,1974.03
1469,5313,7063,1975.03
1806,5928,7481,1976.03
2266,5491,7820,1977.03
2716,6295,8299,1978.03
3139,45,8568,1979.03
3646,52,8991,1980.03
4351,70,9619,1981.03
5159,92,108,1982.03
6255,119,117,1983.03
6900,109,112,1984.03
7691,116,136,1985.03
9797,125,158,1986.03
11957,108,161,1987.03
13046,153,174,1988.03
12381,197,180,1989.03
10493,256,199,1990.03
8186,388,207,1991.03
6609,478,212,1992.03
6143,676,208,1993.03
5453,867,217,1994.03
5731,769,236,1995.03
5573,955,246,1996.03
5273,1068,306,1997.03
5254,1083,331,1998.03
5112,923,225,1999.03
5194,768,197,2000.03
5936,674,48,2001.03
8828,770,25,2002.03
11336,1629,18,2003.03
11354,1545,19,2004.03
12457,1617,21,2005.03
14884,1636,28,2006.03
14713,1711,26,2007.03
17685,2553,35,2008.03
17474,1533,32,2009.03
16793,1587,40,2010.03
17632,1413,50,2011.03
20015,1724,46,2012.03
19440,1801,51,2013.03
19118,1637,69,2014.03
19351,1823,45,2015.03
19413,1927,49,2016.03
19585,1801,50,2017.03
20936,1840,61,2018.03
360,2080,58,1972.03
394,2041,62,1973.03
432,2395,67,1974.03
496,2575,3440,1975.03
578,2130,3532,1976.03
736,2426,3621,1977.03
938,2802,3722,1978.03
1053,42,4123,1979.03
1341,50,4346,1980.03
1532,64,4491,1981.03
1768,80,4803,1982.03
2068,169,4396,1983.03
2230,96,4322,1984.03
2418,117,4434,1985.03
2858,133,4401,1986.03
3268,146,4925,1987.03
3518,171,4741,1988.03
3745,221,4716,1989.03
3779,196,4986,1990.03
3936,419,5252,1991.03
4000,615,5750,1992.03
4052,865,5847,1993.03
4150,556,6280,1994.03
4463,951,739,1995.03
4542,613,805,1996.03
4580,322,842,1997.03
5045,301,887,1998.03
4616,370,906,1999.03
3181,457,981,2000.03
3138,484,1038,2001.03
3303,757,1063,2002.03
3602,391,1098,2003.03
4094,551,1202,2004.03
4045,764,1361,2005.03
4879,628,1578,2006.03
5400,713,1404,2007.03
5600,684,1689,2008.03
5893,879,1720,2009.03
5977,895,1745,2010.03
6420,952,1841,2011.03
6877,750,1858,2012.03
7391,841,1934,2013.03
7474,981,2060,2014.03
7967,1211,191,2015.03
7863,2186,180,2016.03
8215,1803,176,2017.03
9240,1299,167,2018.03
12380,1905,156,1972.03
14562,1710,160,1973.03
17084,1883,173,1974.03
19291,991,193,1975.03
22686,2041,168,1976.03
28191,2758,178,1977.03
31039,4852,212,1978.03
34496,354,300,1979.03
41082,474,328,1980.03
47338,646,326,1981.03
57954,799,332,1982.03
65544,812,394,1983.03
72684,982,335,1984.03
85118,833,409,1985.03
98026,872,528,1986.03
111172,873,536,1987.03
120384,1012,335,1988.03
127255,1380,355,1989.03
133566,1523,363,1990.03
134204,1752,376,1991.03
134774,2238,423,1992.03
142105,2819,437,1993.03
154555,3651,458,1994.03
165616,4604,467,1995.03
174574,5057,500,1996.03
182369,5139,529,1997.03
187469,4964,598,1998.03
190191,3648,480,1999.03
204972,4090,520,2000.03
224658,5024,548,2001.03
239674,6515,726,2002.03
248638,7419,805,2003.03
260506,7138,845,2004.03
280236,7209,830,2005.03
296999,6373,849,2006.03
310035,7564,1010,2007.03
340042,6753,1176,2008.03
343431,7723,20,2009.03
339110,8925,28,2010.03
355712,11322,37,2011.03
372771,13495,47,2012.03
381098,13946,50,2013.03
408098,13396,50,2014.03
418401,12716,46,2015.03
431364,11028,48,2016.03
460376,9359,49,2017.03
496026,10466,52,2018.03
114,9769,55,1972.03
129,13772,15,1973.03
145,16295,10,1974.03
170,19314,9,1975.03
197,20408,10,1976.03
246,24592,8,1977.03
309,23751,7,1978.03
360,52,7,1979.03
426,57,8,1980.03
505,67,9,1981.03
606,79,0,1982.03
666,91,0,1983.03
674,93,0,1984.03
739,110,0,1985.03
890,141,0,1986.03
1096,159,0,1987.03
1246,191,0,1988.03
1379,237,0,1989.03
1498,244,1,1990.03
1655,388,1,1991.03
1825,524,1,1992.03
1896,690,1,1993.03
2079,666,1,1994.03
2229,620,12,1995.03
2436,543,18,1996.03
2820,583,24,1997.03
3191,643,35,1998.03
3653,629,36,1999.03
3819,633,38,2000.03
4063,860,34,2001.03
4341,871,34,2002.03
4696,1020,35,2003.03
5107,1201,35,2004.03
5443,1265,37,2005.03
5624,1231,1,2006.03
5650,1271,0,2007.03
6066,1487,0,2008.03
6803,1647,0,2009.03
7133,1641,0,2010.03
7108,1687,0,2011.03
7355,1685,0,2012.03
7465,1992,0,2013.03
7754,2266,0,2014.03
8426,2527,0,2015.03
8462,2042,0,2016.03
9091,2352,0,2017.03
9583,2079,0,2018.03
886,2136,0,1972.03
989,2285,0,1973.03
1145,2703,0,1974.03
1384,2752,0,1975.03
1674,3246,0,1976.03
1923,3301,0,1977.03
2327,3944,0,1978.03
2850,23,0,1979.03
3241,36,0,1980.03
4024,47,8,1981.03
4836,56,10,1982.03
5425,71,13,1983.03
5704,67,12,1984.03
6196,88,14,1985.03
7205,111,12,1986.03
8970,159,12,1987.03
10056,199,14,1988.03
10655,272,14,1989.03
11424,294,17,1990.03
12217,235,18,1991.03
12141,261,14,1992.03
12640,424,10,1993.03
12792,591,9,1994.03
12752,403,10,1995.03
13394,385,8,1996.03
14038,587,7,1997.03
14712,642,7,1998.03
15830,707,8,1999.03
16841,601,9,2000.03
17392,665,0,2001.03
18279,567,0,2002.03
19104,667,0,2003.03
20476,747,0,2004.03
21899,1328,0,2005.03
23912,858,0,2006.03
25751,1376,0,2007.03
27567,756,0,2008.03
29827,1139,1,2009.03
30759,973,1,2010.03
31795,1329,1,2011.03
32992,1675,1,2012.03
33504,1502,1,2013.03
34842,1503,502,2014.03
36146,1436,611,2015.03
37436,1305,696,2016.03
39211,1702,735,2017.03
41160,1799,777,2018.03
180,1723,840,1972.03
224,1873,828,1973.03
261,2081,861,1974.03
324,2241,908,1975.03
389,2372,949,1976.03
412,2117,987,1977.03
501,2472,1042,1978.03
592,66,1118,1979.03
698,80,1179,1980.03
851,92,1239,1981.03
1011,121,1299,1982.03
1174,166,1364,1983.03
1317,173,1437,1984.03
1453,189,1572,1985.03
1664,195,1691,1986.03
1856,197,1843,1987.03
2025,228,1956,1988.03
2249,258,2082,1989.03
2404,273,2093,1990.03
2646,301,2291,1991.03
2658,318,2540,1992.03
2634,396,2885,1993.03
2641,467,3053,1994.03
2662,530,3200,1995.03
2697,555,3410,1996.03
2646,552,3559,1997.03
2697,569,3736,1998.03
2623,588,3977,1999.03
2711,639,52,2000.03
2815,617,53,2001.03
2923,814,118,2002.03
3079,745,181,2003.03
3293,1029,191,2004.03
3623,1088,194,2005.03
3936,1120,149,2006.03
4276,1215,152,2007.03
4685,961,143,2008.03
4986,1130,160,2009.03
5093,1271,181,2010.03
5546,1511,163,2011.03
5919,1534,162,2012.03
5774,1590,158,2013.03
5932,1524,151,2014.03
6169,1595,142,2015.03
6459,2098,141,2016.03
6834,2031,144,2017.03
7145,2248,164,2018.03
1179,2006,181,1972.03
1342,1896,232,1973.03
1551,2226,248,1974.03
1878,2386,230,1975.03
2259,2435,240,1976.03
2581,2471,230,1977.03
3138,3131,282,1978.03
3802,40,258,1979.03
4365,46,281,1980.03
5380,53,292,1981.03
6454,63,284,1982.03
7265,83,315,1983.03
7695,96,309,1984.03
8388,100,319,1985.03
9758,116,35,1986.03
11922,133,33,1987.03
13327,142,94,1988.03
14283,141,155,1989.03
15325,138,165,1990.03
16518,149,167,1991.03
16624,176,127,1992.03
17170,199,131,1993.03
17512,239,123,1994.03
17643,231,141,1995.03
18527,271,163,1996.03
19503,257,142,1997.03
20600,276,146,1998.03
22105,264,133,1999.03
23372,271,129,2000.03
24270,269,123,2001.03
25543,343,123,2002.03
26879,437,126,2003.03
28876,468,146,2004.03
30965,523,161,2005.03
33471,559,201,2006.03
35677,540,216,2007.03
38317,758,220,2008.03
41617,796,229,2009.03
42985,870,218,2010.03
44449,894,271,2011.03
46266,953,245,2012.03
46744,961,267,2013.03
48528,1466,276,2014.03
50741,1370,268,2015.03
52358,1083,298,2016.03
55137,1117,290,2017.03
57888,1418,300,2018.03
11120,1330,17,1972.03
13176,1156,20,1973.03
15553,1320,24,1974.03
17496,1351,26,1975.03
20498,1382,26,1976.03
25434,1310,27,1977.03
27695,1229,22,1978.03
30665,40,21,1979.03
36522,47,20,1980.03
41960,54,19,1981.03
51633,66,18,1982.03
57888,76,21,1983.03
64228,69,16,1984.03
75748,71,25,1985.03
86261,77,23,1986.03
97042,97,19,1987.03
105066,115,18,1988.03
112508,141,18,1989.03
120792,149,18,1990.03
123736,182,20,1991.03
125990,239,31,1992.03
133806,289,32,1993.03
147031,282,10,1994.03
157651,357,11,1995.03
166894,337,11,1996.03
175335,440,11,1997.03
180361,377,12,1998.03
184115,352,14,1999.03
200416,258,16,2000.03
219646,364,17,2001.03
231884,431,17,2002.03
238396,568,19,2003.03
250165,560,20,2004.03
269178,531,38,2005.03
282859,718,41,2006.03
295571,716,45,2007.03
322823,733,51,2008.03
326866,907,56,2009.03
323473,953,61,2010.03
338768,943,65,2011.03
353235,963,66,2012.03
361731,928,50,2013.03
389260,1031,54,2014.03
399509,1301,57,2015.03
412550,995,63,2016.03
441667,1367,61,2017.03
475433,1520,63,2018.03
1899,1588,66,1972.03
2111,1119,70,1973.03
2389,1078,76,1974.03
2853,1152,81,1975.03
3480,1209,87,1976.03
4189,1161,90,1977.03
5043,1348,96,1978.03
5989,1578,301,1979.03
6887,1964,333,1980.03
8374,2289,379,1981.03
9996,2814,376,1982.03
11680,3439,413,1983.03
12604,3757,442,1984.03
13887,3817,490,1985.03
17002,4177,581,1986.03
20927,4426,594,1987.03
23102,5218,602,1988.03
23036,7245,1026,1989.03
21917,8537,660,1990.03
20403,9557,1148,1991.03
18749,11014,1069,1992.03
18782,13196,946,1993.03
18246,13963,907,1994.03
18484,15175,848,1995.03
18967,14906,766,1996.03
19311,16055,889,1997.03
19966,15738,1009,1998.03
20942,13416,1056,1999.03
22035,13998,62,2000.03
23328,16519,68,2001.03
27107,19293,67,2002.03
30441,21581,69,2003.03
31830,22591,70,2004.03
34356,23216,77,2005.03
38796,21962,83,2006.03
40464,24769,89,2007.03
45252,24987,89,2008.03
47302,27656,91,2009.03
47553,29655,139,2010.03
49428,33607,105,2011.03
53007,37431,125,2012.03
52944,40320,148,2013.03
53960,41132,104,2014.03
55497,44639,103,2015.03
56849,42952,104,2016.03
58797,39037,136,2017.03
62095,39992,114,2018.03
539,42326,111,1972.03
618,44712,8,1973.03
693,49365,9,1974.03
820,54111,9,1975.03
967,58219,10,1976.03
1148,61302,14,1977.03
1439,66826,14,1978.03
1645,70959,14,1979.03
2038,111,22,1980.03
2383,152,27,1981.03
2779,170,28,1982.03
3241,146,23,1983.03
3548,189,25,1984.03
3871,249,33,1985.03
4521,242,14,1986.03
5124,318,22,1987.03
5543,425,23,1988.03
5993,515,22,1989.03
6183,647,20,1990.03
6582,646,24,1991.03
6659,683,27,1992.03
6686,765,204,1993.03
6791,479,221,1994.03
7125,413,281,1995.03
7240,386,276,1996.03
7226,497,297,1997.03
7742,688,323,1998.03
7239,657,342,1999.03
5893,757,451,2000.03
5953,845,378,2001.03
6226,899,389,2002.03
6680,916,748,2003.03
7387,866,468,2004.03
7668,762,869,2005.03
8815,795,823,2006.03
9676,775,826,2007.03
10284,849,826,2008.03
10879,1178,774,2009.03
11070,1341,663,2010.03
11966,1363,738,2011.03
12796,1183,863,2012.03
13165,1273,14,2013.03
13406,1452,19,2014.03
14136,1481,1,2015.03
14322,2876,4,2016.03
15049,2412,18,2017.03
16386,1797,13,2018.03
13559,1764,20,1972.03
15904,1754,-5,1973.03
18635,1940,23,1974.03
21169,1971,20,1975.03
24945,2188,97,1976.03
30771,2123,33,1977.03
34177,1865,95,1978.03
38299,2314,44,1979.03
45448,8,-49,1980.03
52717,9,-53,1981.03
64408,11,-58,1982.03
72809,13,-60,1983.03
80380,16,2,1984.03
93506,15,3,1985.03
107784,19,14,1986.03
123093,20,17,1987.03
133711,20,21,1988.03
141537,28,16,1989.03
148891,35,14,1990.03
150721,22,14,1991.03
151398,25,31,1992.03
159275,25,24,1993.03
172067,19,77,1994.03
183259,22,74,1995.03
193101,16,19,1996.03
201872,25,29,1997.03
208069,33,27,1998.03
212296,59,41,1999.03
228344,76,42,2000.03
248928,58,7,2001.03
265217,102,7,2002.03
275517,147,7,2003.03
289382,138,11,2004.03
311201,58,6,2005.03
330470,124,0,2006.03
345712,53,0,2007.03
378359,132,0,2008.03
385047,92,0,2009.03
382095,153,0,2010.03
400162,161,0,2011.03
419037,114,0,2012.03
427841,131,0,2013.03
456626,239,2,2014.03
469141,166,1,2015.03
483721,112,13,2016.03
515513,238,5,2017.03
553914,233,3,2018.03
5794,211,6,1972.03
7035,274,6,1973.03
8366,266,5,1974.03
9645,195,3,1975.03
11725,184,2,1976.03
14679,193,3,1977.03
15838,387,3,1978.03
17488,292,3,1979.03
21292,17,7,1980.03
24386,15,5,1981.03
30124,18,2,1982.03
33513,18,13,1983.03
36775,29,9,1984.03
44274,28,8,1985.03
50016,38,10,1986.03
55491,37,9,1987.03
59855,52,0,1988.03
62978,52,0,1989.03
67784,65,0,1990.03
68081,68,0,1991.03
69290,79,0,1992.03
74777,92,0,1993.03
82061,66,0,1994.03
87429,84,0,1995.03
91759,124,0,1996.03
96132,82,0,1997.03
97953,156,0,1998.03
99551,117,0,1999.03
109866,93,0,2000.03
123071,150,0,2001.03
128062,192,0,2002.03
130493,158,0,2003.03
135133,273,0,2004.03
146169,300,0,2005.03
154513,165,0,2006.03
161199,266,0,2007.03
176830,267,0,2008.03
179944,286,0,2009.03
173353,413,0,2010.03
183057,394,0,2011.03
190890,373,0,2012.03
196519,352,7,2013.03
210918,362,5,2014.03
214007,394,2,2015.03
217303,359,13,2016.03
233189,401,9,2017.03
251110,243,8,2018.03
437,510,10,1972.03
463,356,9,1973.03
509,421,0,1974.03
704,541,0,1975.03
944,561,0,1976.03
1060,738,0,1977.03
1285,459,0,1978.03
1414,636,0,1979.03
1546,14,0,1980.03
1935,22,0,1981.03
2321,14,0,1982.03
2992,37,0,1983.03
3164,171,0,1984.03
3654,214,0,1985.03
4954,240,0,1986.03
5690,145,0,1987.03
6088,89,0,1988.03
5329,101,0,1989.03
4222,110,0,1990.03
3216,104,0,1991.03
2694,251,0,1992.03
2514,238,0,1993.03
2088,350,0,1994.03
2513,515,0,1995.03
2474,459,0,1996.03
2205,393,0,1997.03
2123,227,0,1998.03
2304,615,0,1999.03
2621,608,0,2000.03
3539,386,0,2001.03
5957,258,0,2002.03
7649,259,0,2003.03
7228,416,0,2004.03
8183,242,0,2005.03
10041,121,0,2006.03
9840,307,0,2007.03
12101,514,0,2008.03
11662,339,0,2009.03
10592,449,0,2010.03
10657,689,0,2011.03
12515,838,0,2012.03
11950,674,0,2013.03
11178,723,0,2014.03
10971,1577,0,2015.03
10880,2645,0,2016.03
11463,2210,0,2017.03
12442,1652,0,2018.03
202,1049,0,1972.03
222,1369,0,1973.03
247,1474,0,1974.03
291,1750,0,1975.03
343,1958,0,1976.03
438,1452,0,1977.03
572,877,0,1978.03
655,878,0,1979.03
835,63,0,1980.03
969,70,0,1981.03
1109,78,0,1982.03
1304,123,0,1983.03
1426,130,0,1984.03
1562,152,1466,1985.03
1845,130,1595,1986.03
2108,177,1659,1987.03
2329,239,1845,1988.03
2383,369,2228,1989.03
2416,420,2221,1990.03
2527,426,2182,1991.03
2639,424,2416,1992.03
2624,435,2467,1993.03
2700,393,2581,1994.03
2848,639,2729,1995.03
2800,814,2978,1996.03
2734,527,3320,1997.03
3156,1176,3565,1998.03
2808,663,3864,1999.03
1465,588,3963,2000.03
1447,855,4315,2001.03
1471,1027,4655,2002.03
1591,994,5043,2003.03
1772,855,5208,2004.03
1789,843,5631,2005.03
2195,796,5862,2006.03
2654,1127,6314,2007.03
2630,1237,6826,2008.03
2686,1018,6999,2009.03
2835,1586,7248,2010.03
3093,1194,7306,2011.03
3471,1260,7723,2012.03
3686,1394,7921,2013.03
3681,1369,8192,2014.03
3979,1452,8884,2015.03
3817,1496,9333,2016.03
3800,1561,9720,2017.03
4508,1088,985,2018.03
6433,1107,1038,1972.03
7720,1579,1058,1973.03
9121,1432,1199,1974.03
10641,1394,1548,1975.03
13013,2001,1555,1976.03
16178,1868,1624,1977.03
17695,1662,1867,1978.03
19556,1012,1983,1979.03
23674,14,2190,1980.03
27290,13,2405,1981.03
33553,16,2606,1982.03
37809,26,2952,1983.03
41365,27,3126,1984.03
49489,25,3400,1985.03
56815,35,3535,1986.03
63288,41,3839,1987.03
68272,42,4167,1988.03
70690,34,4496,1989.03
74423,39,4562,1990.03
73824,72,4914,1991.03
74623,69,5126,1992.03
79916,93,5598,1993.03
86849,111,6081,1994.03
92790,73,6155,1995.03
97033,88,6365,1996.03
